Id,SalePrice
1637,187621.5
1638,226733.45
1639,173027.0
1640,260351.22
1641,170035.0
1642,216587.72
1643,249838.77
1644,250006.31
1645,167224.05
1646,156515.74666666667
1647,156104.0
1648,139971.37
1649,134777.0
1650,118236.0
1651,113031.5
1652,96938.66666666669
1653,104488.0
1654,166927.09
1655,158803.12933333332
1656,163114.32
1657,167114.85
1658,163114.32
1659,132108.86
1660,143392.5
1661,416484.74
1662,374591.51
1663,388286.45
1664,497500.87
1665,318863.02
1666,290111.54
1667,329611.11
1668,357830.47
1669,275219.02
1670,357220.21
1671,236669.49
1672,421681.03
1673,327975.66
1674,256639.55
1675,177363.28
1676,179010.5
1677,202477.31666666665
1678,419237.66
1679,338943.38
1680,328009.61
1681,244673.81
1682,277476.94
1683,166704.75
1684,176732.1
1685,173001.45
1686,168720.0
1687,175498.0
1688,216215.2
1689,185348.02
1690,181558.15
1691,160674.0
1692,264465.98
1693,173027.0
1694,181579.0
1695,168989.0
1696,241061.3
1697,169084.0
1698,337156.82
1699,347038.57
1700,230287.91
1701,257653.16
1702,268834.42
1703,267351.75
1704,296964.45
1705,293629.56
1706,392628.22
1707,196464.4
1708,143010.5
1709,286729.01
1710,306290.84
1711,251089.04
1712,217860.12
1713,238997.5
1714,214490.01
1715,209305.9085714286
1716,181943.5
1717,163135.552
1718,124015.0
1719,195378.5
1720,255683.7
1721,156998.0
1722,118231.75
1723,155097.37
1724,199813.1
1725,245354.3
1726,185258.0
1727,164629.8
1728,181718.35
1729,163269.82
1730,168116.85
1731,126275.76
1732,129118.0
1733,114500.46
1734,120364.0
1735,125674.0
1736,113215.75
1737,352878.66
1738,210970.75
1739,267318.88
1740,202490.0
1741,180946.0
1742,173396.0
1743,180238.74
1744,300501.35
1745,225574.6
1746,262370.04
1747,240326.44
1748,216787.8
1749,156720.37
1750,151108.9
1751,236822.34
1752,133737.0
1753,164048.05
1754,227916.87
1755,175911.0
1756,114039.64
1757,121122.32
1758,141376.25
1759,175752.53
1760,158245.0
1761,157047.37
1762,162593.75
1763,146088.0
1764,138071.5
1765,201882.45
1766,191908.0
1767,191965.0
1768,132431.9642857143
1769,187312.88
1770,128222.0
1771,141676.5
1772,158008.0
1773,129892.5
1774,143796.45
1775,136027.5
1776,112368.0
1777,118056.0
1778,123850.0
1779,123020.64
1780,181493.5
1781,123196.5
1782,85225.16
1783,147573.0
1784,87228.75
1785,131035.5
1786,144926.3
1787,191444.29
1788,61187.0
1789,111101.0
1790,93710.4
1791,226318.29
1792,156643.06
1793,147488.5
1794,146329.5
1795,132311.5
1796,110508.32
1797,137568.33
1798,130815.0
1799,117969.0
1800,129362.5
1801,129452.75
1802,162190.11
1803,167295.5
1804,143399.8
1805,129327.0
1806,138492.0
1807,160318.9
1808,135772.1
1809,115402.5
1810,138118.5
1811,118214.87
1812,120463.34
1813,130995.79
1814,107741.33
1815,80491.5
1816,100139.0
1817,137771.0
1818,169060.2
1819,123992.0
1820,75861.0
1821,154254.34
1822,158498.85
1823,65548.0
1824,145444.68
1825,131518.5
1826,112513.0
1827,123596.0
1828,149766.02
1829,148018.0
1830,187490.4
1831,175602.2
1832,122710.0
1833,159475.5
1834,111954.48
1835,170798.25
1836,162526.0
1837,106848.0
1838,137706.8
1839,96033.0
1840,158570.0
1841,118844.75
1842,121789.75
1843,144923.0
1844,132452.3333333333
1845,135277.53
1846,148805.5
1847,143565.29
1848,56593.0
1849,110835.64285714286
1850,128492.0
1851,164913.5
1852,118428.0
1853,127815.25
1854,162312.20633333334
1855,149488.5
1856,216188.55
1857,126919.02
1858,152150.24
1859,123593.3
1860,155467.47
1861,123177.4
1862,318546.29
1863,318546.29
1864,318546.29
1865,329254.2
1866,339660.07
1867,245744.24
1868,245217.0
1869,198835.9385714286
1870,220392.82
1871,251038.06
1872,163620.02
1873,229801.9
1874,125000.0
1875,213781.6
1876,201219.5
1877,193641.55
1878,198151.0
1879,122433.83
1880,127880.0
1881,228265.17
1882,250859.0
1883,204944.93333333332
1884,223482.22
1885,236163.62
1886,247381.0
1887,195805.6
1888,268290.85
1889,154575.9
1890,120049.0
1891,148041.5
1892,111051.16
1893,143833.58
1894,134607.76
1895,142931.27
1896,131136.0
1897,117551.79
1898,115982.0
1899,123501.0
1900,121006.58
1901,156548.0
1902,118079.38
1903,256278.07
1904,126654.64
1905,190821.0
1906,145291.0
1907,195490.0
1908,117854.15333333334
1909,143858.39
1910,132247.5
1911,195002.5
1912,237797.6
1913,127672.78
1914,77450.0
1915,298141.3
1916,73232.5
1917,267869.91
1918,129783.15666666668
1919,158300.155
1920,178958.0
1921,348819.13
1922,327693.09
1923,217456.3
1924,222495.02
1925,237741.75
1926,399285.08
1927,115709.32
1928,147243.5
1929,118001.0
1930,138575.4619047619
1931,129118.0
1932,130403.64
1933,146287.0
1934,179085.65
1935,173636.35
1936,177930.65
1937,174112.45
1938,146380.0
1939,254201.58
1940,210735.12
1941,176526.65
1942,183944.5
1943,203241.8
1944,308518.26
1945,336241.28
1946,173912.0
1947,316561.56
1948,201746.5
1949,239096.96
1950,187379.75
1951,258855.74
1952,227600.45
1953,173101.4
1954,211027.25
1955,143681.64
1956,320082.0
1957,180726.5
1958,318491.27
1959,200498.5
1960,105797.5
1961,128735.0
1962,96938.66666666669
1963,110061.66666666669
1964,126913.0
1965,163075.0
1966,149654.3333333333
1967,275329.78
1968,325338.94
1969,372438.97
1970,407185.89
1971,436830.33
1972,393542.75
1973,269367.02
1974,323236.41
1975,401090.56
1976,262013.99
1977,340606.39
1978,320210.93
1979,378938.97
1980,199354.56666666665
1981,370188.27
1982,221699.4
1983,209495.76
1984,174348.0
1985,214486.81
1986,207551.26
1987,172167.81
1988,177772.8
1989,188607.5
1990,215543.62
1991,202477.31666666665
1992,205788.0
1993,171226.7
1994,256329.85
1995,211576.6
1996,245381.12
1997,354659.5
1998,393093.86
1999,248063.05
2000,304723.16
2001,256163.25
2002,230783.14
2003,293603.88
2004,276947.91
2005,229656.38
2006,216429.12
2007,251150.36
2008,178122.0
2009,190021.5
2010,188456.93333333332
2011,124704.25
2012,146710.0
2013,160127.0
2014,183421.5
2015,201832.4166666667
2016,181039.0
2017,197225.65
2018,126576.28
2019,127751.0
2020,128385.0
2021,120777.99
2022,176462.5
2023,165625.0
2024,228368.8
2025,433617.98
2026,169946.2
2027,146136.78066666666
2028,149794.8
2029,173504.96
2030,299039.02
2031,238319.82
2032,295314.31
2033,284485.49
2034,159894.0
2035,202692.8
2036,218583.68
2037,229664.18
2038,374190.74
2039,197963.6666666667
2040,390725.31
2041,256413.47
2042,215296.0
2043,180899.0
2044,190803.12
2045,215433.75
2046,139909.15
2047,132982.0
2048,143692.2
2049,131167.05
2050,182878.4
2051,104344.5
2052,147906.64
2053,135779.75
2054,80611.0
2055,166656.0
2056,123820.5
2057,128196.0
2058,200342.4
2059,133691.0
2060,151587.0
2061,180954.02
2062,127276.0
2063,112262.0
2064,140598.5
2065,115972.5
2066,190026.8
2067,130330.24
2068,130078.12
2069,92754.5
2070,117564.0
2071,93669.0
2072,153258.0
2073,129684.83666666668
2074,174983.83
2075,129140.28
2076,126633.32
2077,151589.0
2078,128797.0
2079,148635.0
2080,116096.0
2081,117871.68
2082,131420.0
2083,154787.0
2084,118129.58
2085,136713.0
2086,113272.66666666669
2087,112775.64
2088,123919.0
2089,105158.0
2090,152202.9
2091,121291.35
2092,128589.53
2093,143049.06
2094,123839.52
2095,175850.85
2096,96440.0
2097,94045.5
2098,111951.68
2099,76330.5
2100,114537.75
2101,139225.53
2102,129050.74
2103,95869.33
2104,124575.05
2105,122216.5
2106,105156.5
2107,272609.39
2108,133518.0
2109,112074.0
2110,133707.0
2111,172217.12
2112,166645.5
2113,121087.5
2114,113961.25
2115,150218.5
2116,100515.4
2117,173043.58
2118,118357.59
2119,89150.0
2120,126762.28
2121,85484.0
2122,120539.0
2123,93914.0
2124,230888.97
2125,150661.15
2126,175359.0
2127,214199.45
2128,145830.5
2129,100941.5
2130,148349.84
2131,216839.0
2132,133599.06
2133,131001.0
2134,134622.445
2135,108121.0
2136,87764.25
2137,130207.25
2138,130863.78
2139,148117.5
2140,130495.0
2141,129836.83333333331
2142,132523.5
2143,146701.5
2144,129697.42
2145,131383.5
2146,152323.26
2147,176408.0
2148,150336.5
2149,128381.33
2150,212944.5
2151,116447.5
2152,166364.87
2153,170848.0
2154,106792.5
2155,123894.04
2156,239396.7
2157,224497.15
2158,236395.56
2159,201758.0
2160,162199.232
2161,256740.21
2162,428356.7
2163,358396.34
2164,263128.69
2165,185699.9
2166,144857.6
2167,208520.48333333337
2168,203223.5
2169,199637.8
2170,245714.84
2171,149641.0
2172,147425.5
2173,151473.0
2174,248046.22
2175,341238.74
2176,305542.2
2177,233354.72
2178,231077.63
2179,139651.8815656566
2180,212453.0
2181,186605.6
2182,213371.1
2183,186043.52666666664
2184,134187.0
2185,121043.0
2186,157450.92
2187,148695.0
2188,154288.5
2189,191411.5
2190,80254.5
2191,80254.5
2192,90528.5
2193,102442.0
2194,105949.0
2195,106917.0
2196,107993.0
2197,116920.29
2198,161902.22666666665
2199,199937.5
2200,130043.0
2201,121489.0
2202,193283.12
2203,165553.0
2204,155319.0
2205,127401.75
2206,132014.5
2207,229882.93
2208,239568.3
2209,165672.0
2210,117755.15333333334
2211,102930.0
2212,123643.5
2213,87665.0
2214,141966.5
2215,83681.81
2216,150199.9
2217,84141.0
2218,99983.0
2219,80863.33333333334
2220,93131.75
2221,267781.25
2222,248153.15
2223,291178.85
2224,222927.82
2225,171378.74
2226,176633.0
2227,196953.4
2228,251509.79
2229,250526.22
2230,134427.46
2231,203918.45857142858
2232,172321.53
2233,167091.0
2234,281109.29
2235,221038.1
2236,241185.0
2237,356090.03
2238,200455.51
2239,97732.25
2240,159563.44
2241,133790.12
2242,135224.5
2243,134978.75
2244,101155.5
2245,97184.0
2246,124989.54
2247,107193.5
2248,119950.0
2249,114199.82333333332
2250,122572.16
2251,147161.35
2252,187534.0
2253,146083.705
2254,169746.9
2255,188309.0
2256,181568.81
2257,222548.0
2258,156757.71
2259,174957.5
2260,149736.0
2261,182340.0
2262,195656.17
2263,337298.72
2264,440080.21
2265,151741.0
2266,281137.0
2267,344769.91
2268,368541.34
2269,174433.0
2270,178942.95
2271,227368.14
2272,206455.7
2273,142713.5
2274,171305.0
2275,184478.5
2276,190073.54
2277,201398.0
2278,153579.0
2279,102732.9
2280,102465.0
2281,166154.28
2282,179097.0
2283,100300.0
2284,117989.04
2285,144441.74666666667
2286,124483.49
2287,337193.29
2288,280473.96
2289,374890.19
2290,425494.85
2291,316367.0
2292,376704.81
2293,421931.5
2294,382419.15
2295,428514.3
2296,339237.94
2297,302610.05
2298,357232.64
2299,392540.07
2300,342746.18
2301,255980.99
2302,227777.31
2303,246532.26
2304,276655.85
2305,178948.5
2306,178948.5
2307,178802.65
2308,228527.66
2309,276030.35
2310,204282.88
2311,191596.4
2312,173639.5
2313,175422.86
2314,153701.5
2315,155262.7
2316,164303.5
2317,175479.27
2318,164251.85
2319,179371.1
2320,174720.26
2321,252055.29
2322,164645.8
2323,165662.23266666665
2324,171068.0
2325,224014.5
2326,176282.0
2327,198638.0
2328,214902.62
2329,173802.0
2330,179275.65
2331,380981.3
2332,394323.29
2333,327434.74
2334,247290.53
2335,253324.85
2336,386130.67
2337,193844.88666666663
2338,270718.77
2339,235284.14
2340,399546.27
2341,218029.5
2342,244809.28
2343,200623.12
2344,222776.05
2345,277523.76
2346,209454.12
2347,182240.83
2348,246281.8
2349,150951.5
2350,278399.69
2351,250395.55
2352,267383.42
2353,174172.0
2354,115676.0
2355,134568.5
2356,147914.0
2357,187518.55
2358,177044.0
2359,125908.25
2360,129393.0
2361,149810.02416666667
2362,293898.3
2363,137807.56
2364,149795.0
2365,224645.08
2366,179941.0
2367,259258.35
2368,186705.61666666664
2369,241403.5
2370,166993.0
2371,183762.13
2372,187632.74
2373,261074.75
2374,379014.34
2375,263683.78
2376,288478.8
2377,333200.54
2378,153626.765
2379,170191.0
2380,147565.5
2381,158894.0
2382,172073.5
2383,203512.0
2384,241743.71
2385,152880.46
2386,137024.0
2387,135490.0
2388,101227.5
2389,117345.83
2390,126499.14
2391,125995.0
2392,115292.0
2393,178722.67
2394,142298.0
2395,205857.0
2396,149145.5
2397,183013.0
2398,116881.66
2399,65461.0
2400,62072.0
2401,110892.33
2402,138346.5
2403,141991.53
2404,148810.44
2405,159592.0
2406,134582.6666666667
2407,132228.0
2408,145020.0
2409,116982.0
2410,179842.0
2411,126303.0
2412,141946.76
2413,135699.5
2414,135528.0
2415,151247.11
2416,122846.0
2417,130519.5
2418,116853.5
2419,130848.0
2420,122835.28
2421,145062.34
2422,107171.0
2423,118327.0
2424,158207.05
2425,192360.5
2426,147694.5
2427,135996.87
2428,166691.2
2429,115610.0
2430,128526.0
2431,131088.5
2432,129724.71428571429
2433,133373.0
2434,148334.87
2435,157148.0
2436,100530.0
2437,123445.49
2438,120938.0
2439,132002.5
2440,131454.0
2441,112414.0
2442,102453.5
2443,117574.98
2444,130385.0
2445,113106.0
2446,153113.05
2447,339001.22
2448,170983.0
2449,118806.0
2450,183734.65
2451,132182.25
2452,258507.4
2453,91441.0
2454,109774.17285714285
2455,133506.5
2456,150280.5
2457,121482.5
2458,117953.54
2459,120715.0
2460,152342.0
2461,122602.04
2462,131393.04
2463,125325.0
2464,234029.15
2465,125321.08
2466,117813.08
2467,163180.32
2468,122320.25
2469,122212.11
2470,201564.49
2471,205615.88
2472,204379.98
2473,150668.45
2474,131104.5
2475,221829.33
2476,122289.5
2477,134554.0
2478,167902.0
2479,121099.0
2480,143269.33066666668
2481,130487.0
2482,125013.5
2483,110152.5
2484,143276.4
2485,130233.0
2486,152626.34
2487,148843.0
2488,132931.33
2489,137234.0
2490,140067.5
2491,99526.5
2492,187146.4
2493,149506.5
2494,161862.5
2495,107030.0
2496,181420.0
2497,141320.0
2498,123104.97
2499,90083.0
2500,121586.25
2501,142702.21
2502,142594.71
2503,119318.25
2504,186335.0
2505,218230.78
2506,251374.83
2507,366878.13
2508,251374.83
2509,215977.08
2510,234849.84
2511,171463.21
2512,212258.15
2513,228582.88
2514,240891.27
2515,144434.0
2516,151563.995
2517,125172.28
2518,120522.0
2519,221552.12
2520,203660.25
2521,195984.1
2522,213279.28
2523,119638.82
2524,121535.14
2525,148210.1
2526,144979.0
2527,129483.0
2528,116729.97
2529,128735.0
2530,93217.0
2531,222079.78
2532,230460.18
2533,188386.4
2534,242056.71
2535,327305.41
2536,229945.18
2537,206478.36
2538,192202.95
2539,173676.87
2540,175208.06
2541,180923.15
2542,155178.84
2543,131798.74
2544,105534.0
2545,146172.0
2546,139189.0
2547,144490.28
2548,155267.16
2549,157528.12
2550,299101.83
2551,148041.5
2552,124636.92
2553,80254.5
2554,114525.0
2555,106328.83333333331
2556,92548.83
2557,116626.5
2558,170455.0
2559,124839.4
2560,116059.91
2561,114834.76
2562,117489.58
2563,133582.12
2564,187263.0
2565,124024.78
2566,146493.0
2567,143730.0
2568,190447.0
2569,207321.45
2570,119331.98333333334
2571,154781.1
2572,186064.69333333333
2573,240020.74
2574,316704.77
2575,132358.0
2576,142680.29
2577,173697.06
2578,104909.0
2579,72712.5
2580,139798.19
2581,129263.5
2582,115845.54
2583,270159.0
2584,173422.0
2585,137092.5
2586,213906.3
2587,203652.4
2588,136574.06666666668
2589,146526.0
2590,214754.0
2591,204247.4
2592,241580.0
2593,240046.21
2594,184448.2
2595,199395.21
2596,331057.75
2597,193171.23
2598,300532.75
2599,338217.21
2600,113124.87
2601,146615.19752380953
2602,102714.25
2603,103563.5
2604,105693.0
2605,89497.60714285713
2606,144545.6
2607,167624.5
2608,188772.0
2609,154094.4
2610,106754.0
2611,160038.68
2612,154543.37
2613,119950.0
2614,130237.0
2615,164286.0
2616,128591.14
2617,146439.1
2618,205143.8
2619,224742.27
2620,179481.32
2621,176131.96
2622,167741.0
2623,244443.0
2624,291188.86
2625,318985.96
2626,165718.6
2627,176454.6
2628,412081.34
2629,474019.08
2630,346143.65
2631,411642.97
2632,400096.8
2633,326058.7
2634,368468.98
2635,149431.5
2636,205459.6
2637,161952.7
2638,258279.6
2639,164843.0
2640,137044.0
2641,121826.0
2642,208778.8
2643,142203.88333333333
2644,128695.64
2645,115298.66666666664
2646,107431.91666666666
2647,100300.0
2648,144667.8235
2649,142384.0
2650,151334.74666666667
2651,167923.0
2652,399602.78
2653,257385.43
2654,231273.44
2655,383924.51
2656,319966.2
2657,369084.56
2658,277963.98
2659,314253.89
2660,324834.46
2661,370188.27
2662,349839.29
2663,291878.5
2664,277091.57
2665,340037.67
2666,297368.3
2667,167017.45
2668,178409.73
2669,176524.65
2670,296557.57
2671,178409.73
2672,185919.79
2673,191468.55
2674,179730.95
2675,158427.0
2676,184820.52
2677,185734.4
2678,270063.94
2679,286883.19
2680,291728.98
2681,388766.04
2682,331194.17
2683,492956.09
2684,317230.41
2685,355736.68
2686,278229.43
2687,304792.62
2688,233128.57
2689,208032.15
2690,413462.06
2691,187609.5
2692,120772.5
2693,160739.25
2694,124975.75
2695,191799.75
2696,184637.1
2697,197267.58
2698,175517.0
2699,183149.0
2700,165984.4
2701,152614.6
2702,142363.1
2703,139717.64
2704,135776.0
2705,130785.0
2706,117358.0
2707,140603.7
2708,125543.64
2709,91614.5
2710,111823.5
2711,283014.8
2712,351134.65
2713,157651.0
2714,150157.898
2715,179340.32
2716,148356.17133333333
2717,186292.38
2718,247501.3
2719,155275.9
2720,177547.5
2721,145475.5
2722,178535.53
2723,150118.165
2724,134664.0
2725,137217.0
2726,141012.0
2727,152985.5
2728,171549.27
2729,141308.5
2730,149856.5
2731,111979.49999999999
2732,123817.0
2733,150475.5
2734,188946.5
2735,120396.54
2736,138930.21
2737,118946.5
2738,138967.58
2739,160684.32
2740,124297.0
2741,147204.68
2742,168657.32
2743,148496.5
2744,143337.0
2745,130408.71428571429
2746,110049.0
2747,148083.28
2748,120925.65
2749,129134.0
2750,133175.0
2751,117345.0
2752,241669.12
2753,155109.5
2754,192628.0
2755,145154.0
2756,86753.33
2757,90234.0
2758,85466.5
2759,163911.8
2760,163055.5
2761,145287.0
2762,129071.25
2763,182513.8
2764,153646.94799999997
2765,298039.85
2766,145863.75
2767,89741.8
2768,149103.61
2769,130462.34
2770,156455.0
2771,135393.0
2772,113852.0
2773,139150.1
2774,172275.5
2775,136114.23
2776,150398.8
2777,159894.64
2778,114448.33
2779,139352.58
2780,116532.5
2781,113424.99
2782,94215.0
2783,109113.28
2784,143384.5
2785,147047.0
2786,70049.0
2787,127172.5
2788,78986.5
2789,237039.76
2790,101971.14
2791,128149.6
2792,77574.0
2793,144734.87
2794,109332.5
2795,108374.16
2796,108411.0
2797,222469.0
2798,126631.0
2799,109022.32
2800,93788.0
2801,130397.0
2802,128999.0
2803,152873.0
2804,109353.57
2805,104388.5
2806,109299.0
2807,127839.14666666667
2808,149300.5
2809,135961.6666666667
2810,136030.9642857143
2811,151200.9
2812,148281.0
2813,144633.0
2814,144262.0
2815,120332.32
2816,232207.82
2817,149749.13
2818,126926.0
2819,180729.21
2820,141051.25
2821,119716.04
2822,194490.0
2823,246269.1
2824,177209.5
2825,117735.0
2826,137812.0
2827,155860.5
2828,162327.0
2829,193417.92
2830,247342.99
2831,181890.79
2832,218157.37
2833,273212.82
2834,228371.24
2835,216068.95
2836,202887.4685714286
2837,183120.0
2838,138843.64
2839,170063.0
2840,206545.8
2841,193638.75
2842,207267.83
2843,153129.5
2844,173413.11
2845,122680.49
2846,196202.05
2847,198401.5
2848,202330.02
2849,202899.1
2850,258623.6
2851,246004.16
2852,229194.75
2853,235872.75
2854,139340.5888888889
2855,185237.5
2856,196537.25
2857,189400.0
2858,184664.1666666667
2859,146298.33
2860,120829.0
2861,133747.5
2862,199570.7
2863,108301.0
2864,254108.07
2865,148041.5
2866,138941.0
2867,92944.83333333331
2868,139173.64
2869,138156.89
2870,149199.5
2871,110635.87
2872,65886.0
2873,118379.75
2874,156753.18
2875,155239.0
2876,154425.8
2877,142862.54
2878,162058.15
2879,146781.2
2880,123587.2
2881,155668.32
2882,155549.74
2883,185319.0
2884,171042.0
2885,164563.0
2886,149189.0
2887,120587.0
2888,142926.5
2889,67420.0
2890,86623.5
2891,161109.23
2892,57665.0
2893,113085.0
2894,67743.0
2895,308112.12
2896,268448.95
2897,185221.0
2898,174196.7
2899,232369.61
2900,165389.99666666667
2901,174608.37
2902,173801.65
2903,275357.71
2904,319281.49
2905,120805.5
2906,200455.51
2907,133404.5
2908,131192.0
2909,136748.15
2910,80941.0
2911,102714.25
2912,128295.53
2913,96922.96428571429
2914,105693.0
2915,105693.0
2916,89497.60714285713
2917,137884.0
2918,107073.0
2919,238210.88
